0	158
6578	3
5531	3
7874	3
4122	3
3028	3
1554	3
1052	3
2136	3
1047	3
4130	3
4476	3
4008	3
8408	3
3690	3
2399	3
8401	3
3325	3
3685	3
3036	3
5050	3
6307	3
2902	3
3607	3
4676	3
5277	3
6553	3
1054	3
8005	3
1396	3
2166	3
5822	3
6116	3
3228	3
2146	3
2417	3
4535	3
7472	3
6206	3
5534	3
6599	3
4208	3
2617	3
1743	3
6569	3
4401	3
7962	3
4253	3
7936	3
5185	3
6558	3
2203	3
1300	3
5489	3
2140	3
5259	3
6465	3
5458	3
4515	3
1173	3
1442	3
6318	3
4678	3
2430	3
2529	3
6834	3
1851	3
8412	3
8409	3
1850	3
1929	3
1441	3
1452	3
7547	3
4979	3
6546	3
6343	3
4461	3
3422	3
4198	3
3008	3
3674	3
4196	3
1050	3
1049	3
3688	3
2621	3
1572	3
1137	3
2904	3
1593	3
4491	3
3805	3
4481	3
6304	3
5517	3
5244	3
4446	3
5526	3
8415	3
2433	3
8507	3
4689	3
2052	3
5143	3
1296	3
1921	3
2826	3
1674	3
2295	3
1135	3
2830	3
4387	3
4389	3
4455	3
274	1
879	3
3697	3
5041	3
2675	3
2812	3
5281	3
1131	2
1033	3
1836	3
1451	3
7624	3
2048	3
4487	1
1837	3
6380	3
2499	3
3798	3
2423	3
197	1
6346	3
3659	3
1445	3
1609	3
4072	2
5958	3
1802	3
5963	3
7270	1
4205	3
5276	3
7797	3
3421	3
4399	3
6517	3
5926	3
4739	3
3807	3
8435	3
4466	3
4695	3
550	1
544	3
6013	3
1	1336
1223	3
2967	3
6443	3
8236	1
3771	3
3379	3
2512	3
2263	3
1729	1
9044	3
5821	3
1805	3
126	3
5906	3
6450	3
1848	3
8270	3
8804	3
3973	3
5949	3
6264	3
5172	3
1228	3
3898	3
900	3
6367	3
4099	3
1013	3
2715	3
9167	3
7517	3
5404	3
5954	3
847	3
8788	3
2038	3
8168	3
8297	3
9059	3
1871	3
1330	3
3429	3
4974	3
2409	3
807	3
556	3
2553	3
2697	3
4748	3
1381	3
1982	3
5699	3
2878	3
5402	3
1867	3
2860	3
5768	3
3249	3
8328	3
6175	3
2722	3
2302	3
4812	3
4539	3
5537	3
4342	3
2716	3
1497	3
6444	3
1980	3
4280	3
1493	3
1080	3
5639	3
1620	3
2754	3
2663	3
2670	2
3323	3
3884	3
2874	3
4150	2
57	2
2172	3
3810	3
3282	3
4889	3
2730	3
3919	3
1998	3
3180	3
1199	3
7272	3
3655	3
1697	3
8404	3
5735	3
6652	3
5165	3
4802	3
2971	3
4055	3
4653	3
970	3
1786	3
4432	3
5744	3
8375	3
4052	3
2841	3
3307	3
6489	3
2281	3
2813	3
6514	3
3394	3
2865	3
3484	3
4108	3
4892	3
5644	3
8054	3
1660	3
8431	3
5417	3
1194	3
54	2
3503	3
4592	1
2597	3
1899	3
1902	3
2434	3
2426	3
1755	3
5918	3
587	3
2293	3
4894	3
3166	3
5886	3
4801	3
5502	3
2126	3
3753	3
1960	3
0	3
5678	3
9189	3
1299	3
1879	3
228	0
2187	3
8074	3
5028	3
9219	2
3846	1
5908	3
4607	3
1791	3
2538	3
1257	3
4182	3
8759	2
5573	3
5583	3
8060	3
1539	3
4373	3
1548	3
4276	3
312	3
5102	3
4790	3
5895	3
1031	3
6694	3
2107	3
2117	3
6770	3
3218	3
3158	3
2545	3
4303	3
4355	3
9143	3
5369	3
2148	3
3084	3
5247	3
4546	3
1908	3
1905	3
6140	3
3275	3
2071	3
3186	3
5465	3
3497	3
99	3
6880	1
6030	0
8982	3
5986	3
8695	3
4090	3
7259	3
1252	3
1734	3
5893	3
1032	3
2852	3
1297	3
565	3
1778	3
6225	3
5582	3
4900	3
4080	3
6032	3
1089	3
2770	3
1249	3
1518	3
2115	3
2338	3
6238	3
7928	3
5689	3
3404	3
5063	3
2661	3
2299	3
1382	3
5552	3
1141	3
1707	3
5231	3
6301	3
1344	3
5902	3
223	0
8736	3
1981	3
3910	3
7372	1
5863	3
4764	3
1014	3
3514	3
6209	3
334	2
2183	3
659	2
3478	3
1470	3
1474	3
3883	3
5802	3
5349	3
5988	3
8992	3
2658	3
3168	3
2149	3
2671	3
5629	3
3621	3
2165	3
1489	3
1801	3
3254	1
2395	3
6036	3
4744	3
982	3
4267	3
3709	2
5655	3
5066	3
3936	3
3016	3
9212	2
3067	3
3609	3
4017	3
5039	3
2669	3
3575	3
1602	3
1211	3
2657	3
6419	3
5715	3
4107	3
3453	3
3377	3
1559	3
8642	3
726	3
864	3
1198	3
2220	3
3802	3
1950	3
8956	3
5096	3
5858	3
2920	3
6411	3
4711	3
7880	3
1389	3
3104	3
1387	3
4400	3
9171	3
4700	3
4518	3
6038	3
5119	3
6034	1
4007	3
4975	3
1045	3
4681	3
2058	1
6542	3
4112	3
8552	3
4742	3
643	3
1943	3
6510	3
7531	3
7809	3
5771	3
4754	2
1207	3
3777	3
6524	2
7675	2
5114	3
7905	3
6922	3
7656	3
615	3
3299	3
1521	3
2059	3
4391	3
1978	3
5026	3
1356	3
9015	1
9027	3
3693	1
5808	3
6493	3
1066	3
3212	3
4589	3
5234	3
162	2
5137	3
3600	3
2031	3
3141	3
4168	3
7894	3
3468	3
3795	3
3437	3
1977	3
3118	3
5501	3
1855	3
5493	3
3211	3
1289	3
3208	3
2996	3
3748	3
1671	3
6620	3
5708	3
5711	3
4512	3
1425	3
4448	3
6285	3
2984	3
1878	3
5638	3
5791	3
5814	3
8079	3
4572	3
2654	3
2561	3
1573	3
2970	3
2278	3
2307	3
5214	3
8573	3
3781	3
5013	3
3426	3
1581	3
3555	3
274	2
1216	3
2634	3
2077	3
3270	3
1784	3
1306	3
5260	3
1721	3
3336	3
2977	3
1127	3
5826	3
5717	3
1595	3
2170	3
5088	3
6340	3
2068	3
542	3
9138	3
2964	3
7441	3
5246	3
2640	3
4133	3
5444	3
2028	3
2019	3
1457	3
5650	3
6182	3
1109	3
7641	3
2114	3
5268	3
4238	3
2	3
2898	3
1976	3
1240	3
2691	3
6454	3
3743	3
4289	3
1143	3
3840	3
5868	3
2083	3
6632	3
721	3
719	3
4631	3
1161	3
654	3
2243	3
3612	3
6135	3
3215	3
5905	3
3189	3
2983	3
2057	3
2200	3
1517	3
2712	3
8713	3
4640	3
4847	3
1986	3
1646	3
1968	3
1717	3
5379	3
3159	3
5901	3
4035	3
2158	3
6050	3
7188	3
6420	3
9317	2
2667	3
5774	3
6617	3
3152	3
1355	3
1353	3
2002	3
3617	3
3557	3
6572	1
5570	3
955	2
6124	3
4699	3
1227	3
1954	3
4197	3
2044	3
5121	3
1890	3
1886	3
8581	3
170	1
1117	3
2415	3
1024	3
7176	1
3770	3
6500	3
1569	3
4833	3
5592	3
5830	3
2579	3
5538	3
3847	3
4406	3
1324	3
4815	3
4884	3
2056	3
8598	3
9141	0
1822	3
4637	3
7074	3
3901	3
8334	2
5728	3
4970	3
8523	3
4825	3
8562	3
7981	3
2614	3
1040	3
2779	3
5068	1
6410	3
3024	3
4598	3
1426	2
6467	3
3072	3
4223	3
4207	3
3628	3
4285	3
9040	3
3418	3
6138	3
2269	3
1637	3
3991	3
1018	3
8697	3
8729	3
5879	3
107	3
1282	3
2892	3
2609	3
2060	3
6413	3
7822	3
7512	3
5695	3
3125	3
4712	1
3164	3
6634	3
2223	3
1869	3
992	3
4737	3
7553	3
968	3
3338	3
2682	3
6797	3
450	3
458	3
2493	3
6637	3
4781	3
2228	3
3279	3
5120	3
1519	3
7651	3
1233	3
2288	3
1097	3
1088	3
2756	3
4964	3
3273	3
1230	3
3763	3
2384	3
3829	3
2496	3
2116	3
5679	3
4668	3
3937	3
5892	3
6882	3
2883	3
4617	3
2292	3
5651	3
3431	3
6194	3
1614	3
7713	3
1118	3
4980	3
4873	3
4395	3
3126	3
5228	3
4722	3
5107	3
2266	3
7661	3
2351	3
7025	3
3145	3
7223	1
1063	3
1796	3
1718	3
3171	3
1750	3
5565	3
8497	3
4166	3
4921	3
205	0
428	3
4991	3
8394	1
7342	3
6469	3
5051	3
5049	3
2405	3
1165	3
738	3
3292	3
5138	3
3095	3
3932	3
2567	3
4068	2
2455	1
2557	3
1676	3
5267	3
5113	3
2248	3
5065	3
997	3
1528	3
9186	2
9180	2
6325	3
4542	3
658	3
651	3
1914	3
1090	3
1818	3
3996	3
8219	3
5082	3
6254	3
3676	3
5179	3
5931	3
1412	3
2017	3
2010	3
1403	3
6639	3
4763	3
2103	3
4057	3
6224	3
3242	3
1322	3
5923	3
6260	3
3921	3
50	2
332	2
9217	2
3989	3
8513	3
1742	3
1095	3
1197	3
2753	3
3509	3
1959	3
9132	3
2240	3
3834	3
9293	1
338	3
5987	3
5187	3
836	1
5074	3
3413	3
6423	3
3150	3
