           0           1          10
    0.689655           1          10
     1.37931           1          10
     2.06897           1          10
     2.75862           1          10
     3.44828           1          10
     4.13793           1          10
     4.82759           1          10
     5.51724           1          10
      6.2069           1          10
     6.89655           1          10
     7.58621           1          10
     8.27586           1          10
     8.96552           1          10
     9.65517           1          10
     10.3448           1          10
     11.0345           1          10
     11.7241           1          10
     12.4138           1          10
     13.1034           1          10
     13.7931           1          10
     14.4828           1          10
     15.1724           1          10
     15.8621           1          10
     16.5517           1          10
     17.2414           1          10
      17.931           1          10
     18.6207           1          10
     19.3103           1          10
          20           1          10
          20         0.5          10
          20           0          10
     19.3103           0          10
     18.6207           0          10
      17.931           0          10
     17.2414           0          10
     16.5517           0          10
     15.8621           0          10
     15.1724           0          10
     14.4828           0          10
     13.7931           0          10
     13.1034           0          10
     12.4138           0          10
     11.7241           0          10
     11.0345           0          10
     10.3448           0          10
     9.65517           0          10
     8.96552           0          10
     8.27586           0          10
     7.58621           0          10
     6.89655           0          10
      6.2069           0          10
     5.51724           0          10
     4.82759           0          10
     4.13793           0          10
     3.44828           0          10
     2.75862           0          10
     2.06897           0          10
     1.37931           0          10
    0.689655           0          10
           0           0          10
           0         0.5          10
     17.4714    0.638484          10
      18.118    0.480691          10
     17.5601    0.293411          10
    0.371963    0.644963          10
     9.99676    0.333875          10
     9.54617    0.581396          10
     9.98251    0.666452          10
     19.6187    0.359142          10
     19.6132    0.696249          10
     15.4724    0.350699          10
     14.9015     0.50697          10
     15.4776    0.687379          10
     7.94239    0.652881          10
     7.94159    0.320021          10
     7.42453    0.452763          10
    0.794122    0.415241          10
    0.376035    0.309574          10
     5.71461    0.593975          10
     6.17116    0.461654          10
     19.2023    0.579215          10
     3.91864    0.428994          10
     3.60234    0.588409          10
     17.0387    0.347878          10
     16.4906    0.441091          10
     16.9661    0.701242          10
     15.9483    0.583727          10
     12.2332    0.633914          10
     12.8678    0.679071          10
     8.47897    0.494463          10
     13.4378    0.711644          10
     10.4327    0.428966          10
     6.51539    0.736354          10
     6.75495    0.483557          10
     14.0501     0.51071          10
     12.1216    0.292665          10
     11.5582    0.492731          10
      1.7427    0.515104          10
     1.18803    0.590595          10
     18.7744    0.411981          10
     4.33016    0.562767          10
     7.17356    0.734131          10
     5.16049    0.508221          10
     9.12227    0.415172          10
     13.3218    0.373018          10
     10.8927    0.573472          10
     4.64897     0.40896          10
     2.40941    0.504693          10
     12.6788    0.336681          10
     3.05856    0.513053          10
           0           0           0
           0         0.5           0
           0           1           0
           0           1    0.666667
           0           1     1.33333
           0           1           2
           0           1     2.66667
           0           1     3.33333
           0           1           4
           0           1     4.66667
           0           1     5.33333
           0           1           6
           0           1     6.66667
           0           1     7.33333
           0           1           8
           0           1     8.66667
           0           1     9.33333
           0           0     9.33333
           0           0     8.66667
           0           0           8
